rank_eng,count_eng,token
5990,3,hundreds
5991,3,hunted
5992,3,hypocrisy
5993,3,icon
5994,3,icy
5995,3,idealization
5996,3,identified
5997,3,idyllic
5998,3,il
5999,3,illiteracy
6000,3,illiterate
6001,3,illuminating
6002,3,illustration
6003,3,illustrations
6004,3,imminent
6005,3,immortality
6006,3,impetus
6007,3,implicated
6008,3,implicating
6009,3,impoverished
6010,3,improved
6011,3,impulses
6012,3,impurity
6013,3,inadequacies
6014,3,inclinations
6015,3,incomprehensible
6016,3,incorrectly
6017,3,indictment
6018,3,individually
6019,3,indulgent
6020,3,ineffectual
6021,3,inequality
6022,3,inequities
6023,3,inextricably
6024,3,infantile
6025,3,infect
6026,3,infirmary
6027,3,influx
6028,3,inhabited
6029,3,inhabiting
6030,3,inherit
6031,3,initiates
6032,3,injuries
6033,3,insane
6034,3,inserting
6035,3,insisted
6036,3,insistence
6037,3,insofar
6038,3,inspection
6039,3,inspired
6040,3,instigator
6041,3,instinctively
6042,3,instincts
6043,3,instructed
6044,3,instruments
6045,3,intellectually
6046,3,intend
6047,3,intensity
6048,3,intentionally
6049,3,intentioned
6050,3,interconnectivity
6051,3,interfere
6052,3,international
6053,3,internment
6054,3,interprets
6055,3,intertwined
6056,3,intervention
6057,3,interwar
6058,3,intricacies
6059,3,intrude
6060,3,intruders
6061,3,invariably
6062,3,inverts
6063,3,invited
6064,3,inviting
6065,3,inward
6066,3,ironizing
6067,3,irrational
6068,3,isaiah
6069,3,ishi
6070,3,isolates
6071,3,israelite
6072,3,jackson
6073,3,jail
6074,3,jeans
6075,3,join
6076,3,judgement
6077,3,jump
6078,3,juvenile
6079,3,kan
6080,3,kliewer
6081,3,knees
6082,3,knife
6083,3,knowledgeable
6084,3,kosher
6085,3,kostya
6086,3,label
6087,3,labour
6088,3,lace
6089,3,lacked
6090,3,lagenhove
6091,3,lamenting
6092,3,lane
6093,3,largest
6094,3,lash
6095,3,lattin
6096,3,laud
6097,3,laughing
6098,3,lavish
6099,3,lawfulness
6100,3,layer
6101,3,layered
6102,3,leaning
6103,3,lear
6104,3,legend
6105,3,legitimacy
6106,3,legs
6107,3,leisure
6108,3,leopold
6109,3,levirate
6110,3,liberalism
6111,3,liberate
6112,3,liberating
6113,3,lifted
6114,3,lights
6115,3,likens
6116,3,limitations
6117,3,literality
6118,3,literate
6119,3,lonely
6120,3,lottas
6121,3,loud
6122,3,loveless
6123,3,lovely
6124,3,lovingly
6125,3,lure
6126,3,macro
6127,3,mad
6128,3,maid
6129,3,mail
6130,3,maintenance
6131,3,maker
6132,3,mallard
6133,3,malleable
6134,3,malorum
6135,3,managed
6136,3,mandatory
6137,3,manhood
6138,3,manipulation
6139,3,manly
6140,3,manor
6141,3,marital
6142,3,markuu
6143,3,marshall
6144,3,masculinized
6145,3,mask
6146,3,masters
6147,3,mate
6148,3,mechanism
6149,3,meetings
6150,3,melting
6151,3,menedon
6152,3,menstruate
6153,3,mentor
6154,3,merits
6155,3,merry
6156,3,meta
6157,3,metamorphosis
6158,3,meticulously
6159,3,miami
6160,3,micro
6161,3,mid
6162,3,middlemarch
6163,3,midnight
6164,3,milk
6165,3,mimesis
6166,3,mimicry
6167,3,mindset
6168,3,minnie
6169,3,minorities
6170,3,minute
6171,3,miranda
6172,3,misfortune
6173,3,misfortunes
6174,3,misread
6175,3,missionary
6176,3,mk
6177,3,mocks
6178,3,modest
6179,3,momentum
6180,3,monarchy
6181,3,monasteries
6182,3,monster
6183,3,monthly
6184,3,moralizing
6185,3,morlocks
6186,3,motifs
6187,3,motionless
6188,3,motions
6189,3,motivate
6190,3,motives
6191,3,multitude
6192,3,mumu
6193,3,municipal
6194,3,murdering
6195,3,murders
6196,3,musings
6197,3,mutilation
6198,3,myn
6199,3,myriad
6200,3,mythical
6201,3,naghibi
6202,3,nakedness
6203,3,nameless
6204,3,nationally
6205,3,ncaa
6206,3,ne
6207,3,negates
6208,3,neglect
6209,3,neglects
6210,3,negligence
6211,3,neighborhoods
6212,3,neighbors
6213,3,networks
6214,3,niam
6215,3,nigger
6216,3,nights
6217,3,normalizing
6218,3,normally
6219,3,notebooks
6220,3,nuances
6221,3,nunnery
6222,3,nursing
6223,3,oaths
6224,3,objection
6225,3,obscenity
6226,3,observing
6227,3,obsessed
6228,3,obstacle
6229,3,obtains
6230,3,occupied
6231,3,occupies
6232,3,ocean
6233,3,odyssey
6234,3,offense
6235,3,offspring
6236,3,oftentimes
6237,3,oisin
6238,3,omission
6239,3,operation
6240,3,optimistic
6241,3,ordered
6242,3,ordering
6243,3,organize
6244,3,originate
6245,3,ostensible
6246,3,otherness
6247,3,outlines
6248,3,outward
6249,3,overwhelmed
6250,3,pad
6251,3,painfully
6252,3,paintings
6253,3,pairing
6254,3,pairs
6255,3,palace
6256,3,pale
6257,3,palm
6258,3,parade
6259,3,parameters
6260,3,parson
6261,3,particulars
6262,3,parting
6263,3,pass
6264,3,passivity
6265,3,pastoral
6266,3,pathologies
6267,3,pathologizes
6268,3,paths
6269,3,patriarch
6270,3,paying
6271,3,peculiar
6272,3,pedagogy
6273,3,pelops
6274,3,per
6275,3,perceives
6276,3,performativity
6277,3,performed
6278,3,performing
6279,3,permits
6280,3,permitted
6281,3,perpetrated
6282,3,perpetually
6283,3,persecuted
6284,3,persecutions
6285,3,persistent
6286,3,personalities
6287,3,personnel
6288,3,persuaded
6289,3,pertinent
6290,3,perversions
6291,3,petitioners
6292,3,phthisiologia
6293,3,physicality
6294,3,pin
6295,3,pious
6296,3,plants
6297,3,playful
6298,3,playwright
6299,3,pleads
6300,3,pocket
6301,3,pockets
6302,3,poetics
6303,3,pointedly
6304,3,pointing
6305,3,poised
6306,3,polar
6307,3,poles
6308,3,ponder
6309,3,pondering
6310,3,ponders
6311,3,pool
6312,3,populace
6313,3,popularity
6314,3,populations
6315,3,poseidon
6316,3,poses
6317,3,posit
6318,3,posited
6319,3,posturing
6320,3,pot
6321,3,pound
6322,3,powerfully
6323,3,powerlessness
6324,3,preaches
6325,3,precedents
6326,3,preference
6327,3,preliminary
6328,3,preserved
6329,3,preserving
6330,3,presumption
6331,3,pretenders
6332,3,prevented
6333,3,primacy
6334,3,prime
6335,3,primitive
6336,3,princess
6337,3,principle
6338,3,privately
6339,3,pro
6340,3,probable
6341,3,procession
6342,3,proclaiming
6343,3,professing
6344,3,professors
6345,3,prolonged
6346,3,promotes
6347,3,prompting
6348,3,proportionate
6349,3,proposed
6350,3,propounded
6351,3,protector
6352,3,protects
6353,3,proven
6354,3,providence
6355,3,proving
6356,3,provoke
6357,3,proximity
6358,3,prudence
6359,3,pseudonyms
6360,3,psychotherapy
6361,3,publishing
6362,3,puerto
6363,3,pukkah
6364,3,punctuation
6365,3,punishing
6366,3,purchase
6367,3,purer
6368,3,purposely
6369,3,pursuing
6370,3,pym
6371,3,queene
6372,3,quietly
6373,3,quintessential
6374,3,quoting
6375,3,r
6376,3,radix
6377,3,rapture
6378,3,rate
6379,3,rattling
6380,3,react
6381,3,rebel
6382,3,receptacle
6383,3,reciprocity
6384,3,reclaiming
6385,3,reclaims
6386,3,reclamation
6387,3,recognizable
6388,3,recollection
6389,3,recollections
6390,3,reconciled
6391,3,reconsider
6392,3,recording
6393,3,records
6394,3,recovered
6395,3,redeemed
6396,3,redemptive
6397,3,reducing
6398,3,reductive
6399,3,reenactment
6400,3,refrain
6401,3,refreshing
6402,3,regrets
6403,3,regular
6404,3,regulating
6405,3,reification
6406,3,reign
6407,3,reinforced
6408,3,reinvention
6409,3,reiterate
6410,3,reiterated
6411,3,reiterating
6412,3,reiteration
6413,3,relegated
6414,3,reliable
6415,3,relic
6416,3,relics
6417,3,remainder
6418,3,remark
6419,3,remembrance
6420,3,renaming
6421,3,repair
6422,3,repeating
6423,3,repeats
6424,3,reportage
6425,3,reprehensible
6426,3,repressive
6427,3,request
6428,3,requisite
6429,3,researchers
6430,3,resents
6431,3,reserved
6432,3,resolutely
6433,3,resonates
6434,3,respected
6435,3,responded
6436,3,retained
6437,3,reunion
6438,3,revels
6439,3,reversal
6440,3,revision
6441,3,revolved
6442,3,rewarding
6443,3,rex
6444,3,rhetorically
6445,3,rican
6446,3,riding
6447,3,rightfully
6448,3,rigorous
6449,3,rites
6450,3,rituals
6451,3,roach
6452,3,rock
6453,3,rocks
6454,3,rockwell
6455,3,rolling
6456,3,rom
6457,3,rooms
6458,3,rosalind
6459,3,roses
6460,3,rosings
6461,3,rot
6462,3,rotten
6463,3,roughly
6464,3,round
6465,3,rounded
6466,3,ruhamah
6467,3,ruler
6468,3,rulers
6469,3,ruling
6470,3,rural
6471,3,rushes
6472,3,rushing
6473,3,ruthless
6474,3,sacred
6475,3,safely
6476,3,sand
6477,3,sardonic
6478,3,savage
6479,3,savior
6480,3,schemes
6481,3,schizophrenia
6482,3,schnurbein
6483,3,scholastic
6484,3,science
6485,3,scrutinized
6486,3,scrutiny
6487,3,seasonal
6488,3,seat
6489,3,seated
6490,3,sebastian
6491,3,secluded
6492,3,secrecy
6493,3,selections
6494,3,selfhood
6495,3,selfless
6496,3,selling
6497,3,semantics
6498,3,sensational
6499,3,sensationalizes
6500,3,senses
6501,3,sensible
6502,3,sensitive
6503,3,sentimentality
6504,3,separating
6505,3,sequential
6506,3,settings
6507,3,severe
6508,3,severed
6509,3,seyde
6510,3,shade
6511,3,shakespearean
6512,3,shameful
6513,3,shaped
6514,3,shapes
6515,3,sharp
6516,3,sheets
6517,3,shell
6518,3,shifted
6519,3,shocking
6520,3,shoot
6521,3,shoots
6522,3,shortcomings
6523,3,shot
6524,3,shouldered
6525,3,shouting
6526,3,shut
6527,3,shy
6528,3,siblings
6529,3,sidekick
6530,3,sidney
6531,3,sights
6532,3,silenced
6533,3,silly
6534,3,similarity
6535,3,sinai
6536,3,sinned
6537,3,sirens
6538,3,sixteenth
6539,3,skeleton
6540,3,skepticism
6541,3,sky
6542,3,sliced
6543,3,slippery
6544,3,slumming
6545,3,smile
6546,3,smiled
6547,3,smith
6548,3,snake
6549,3,snare
6550,3,solidarity
6551,3,songs
6552,3,soothing
6553,3,sownen
6554,3,sparkling
6555,3,specificity
6556,3,speeches
6557,3,spell
6558,3,spillers
6559,3,split
6560,3,sponsored
6561,3,spurned
6562,3,staggering
6563,3,stamped
6564,3,starkly
6565,3,statistics
6566,3,stemming
6567,3,stifled
6568,3,sting
6569,3,stomach
6570,3,stones
6571,3,stopped
6572,3,storm
6573,3,storytimes
6574,3,straightforward
6575,3,stranded
6576,3,strip
6577,3,strives
6578,3,structured
6579,3,struggled
6580,3,studied
6581,3,stuffed
6582,3,stunned
6583,3,stunning
6584,3,styles
6585,3,subjectivities
6586,3,sublime
6587,3,subservient
6588,3,substitute
6589,3,substitution
6590,3,subsume
6591,3,suburban
6592,3,suburbs
6593,3,subversive
6594,3,succeeded
6595,3,succeeds
6596,3,sufficiently
6597,3,suits
6598,3,sum
6599,3,sumptuary
6600,3,sunday
6601,3,supplies
6602,3,supported
6603,3,suppression
6604,3,surreal
6605,3,surrender
6606,3,sustenance
6607,3,sweat
6608,3,sweetness
6609,3,swich
6610,3,symbolizes
6611,3,systematically
6612,3,tables
6613,3,tangle
6614,3,targeting
6615,3,technically
6616,3,technologies
6617,3,temperance
6618,3,temporal
6619,3,temptation
6620,3,tempted
6621,3,tenderness
6622,3,tennis
6623,3,termed
6624,3,terminology
6625,3,testament
6626,3,tested
6627,3,testimonial
6628,3,testimonies
6629,3,thank
6630,3,theatrical
6631,3,theorization
6632,3,theorized
6633,3,therein
6634,3,tho
6635,3,thousand
6636,3,thread
6637,3,threw
6638,3,thrown
6639,3,thyng
6640,3,tia
6641,3,tiered
6642,3,tips
6643,3,titi
6644,3,titled
6645,3,titles
6646,3,tolerate
6647,3,topas
6648,3,topics
6649,3,totality
6650,3,totalized
6651,3,tough
6652,3,tour
6653,3,tourist
6654,3,tower
6655,3,towns
6656,3,training
6657,3,transcendental
6658,3,transcends
6659,3,transfer
6660,3,transform
6661,3,transforming
6662,3,transgressions
6663,3,transitory
6664,3,translation
6665,3,traveling
6666,3,tricks
6667,3,triumphant
6668,3,triumphed
6669,3,truthfully
6670,3,truths
6671,3,tt
6672,3,turne
6673,3,twin
6674,3,twist
6675,3,táin
6676,3,uganda
6677,3,ultimatum
6678,3,un
6679,3,unambiguously
6680,3,uncommon
6681,3,uncritical
6682,3,uncritiquable
6683,3,undeniably
6684,3,underground
6685,3,undertakes
6686,3,uneasiness
6687,3,unfulfilling
6688,3,unhappy
6689,3,unification
6690,3,uniform
6691,3,uniforms
6692,3,unimportant
6693,3,unintelligible
6694,3,unkind
6695,3,unmediated
6696,3,unmoved
6697,3,unnatural
6698,3,unnecessary
6699,3,unpredictable
6700,3,unraveling
6701,3,unremarkable
6702,3,unrequited
6703,3,unsure
6704,3,unsurprising
6705,3,unsuspecting
6706,3,untrue
6707,3,unveiling
6708,3,unwilling
6709,3,uplift
6710,3,usurping
6711,3,utilizing
6712,3,utopia
6713,3,utterance
6714,3,utterances
6715,3,vague
6716,3,vanitees
6717,3,variations
6718,3,vehicles
6719,3,veiled
6720,3,ventriloquism
6721,3,verbal
6722,3,verulamium
6723,3,victorian
6724,3,vindication
6725,3,visionary
6726,3,visited
6727,3,vocabulary
6728,3,vocal
6729,3,voluble
6730,3,volumes
6731,3,volunteering
6732,3,von
6733,3,vow
6734,3,vv
6735,3,waimea
6736,3,waistcoat
6737,3,wake
6738,3,walked
6739,3,warmth
6740,3,warn
6741,3,washing
6742,3,wasted
6743,3,watches
6744,3,waving
6745,3,weakened
6746,3,weapons
6747,3,wear
6748,3,weather
6749,3,website
6750,3,wedded
6751,3,weylin
6752,3,wharton
6753,3,whatsoever
6754,3,whore
6755,3,widespread
6756,3,wield
6757,3,wildly
6758,3,wished
6759,3,wishing
6760,3,wnba
6761,3,wondering
6762,3,wooing
6763,3,worly
6764,3,wrapping
6765,3,wrongs
6766,3,wyf
6767,3,yiddish
6768,3,youngest
6769,2,abandoning
6770,2,abduction
6771,2,abjure
6772,2,abnormal
6773,2,abolish
6774,2,abruptly
6775,2,absorbs
6776,2,abstraction
6777,2,abstractly
6778,2,abundant
6779,2,accessibility
6780,2,accompanying
6781,2,accomplishes
6782,2,accordingly
6783,2,accountability
6784,2,accused
6785,2,acorns
6786,2,acquired
6787,2,acquiring
6788,2,activists
6789,2,actualized
6790,2,adamant
6791,2,adamantly
6792,2,adheres
6793,2,adjectives
6794,2,administrative
6795,2,admires
6796,2,admiring
6797,2,admonishes
6798,2,adopted
6799,2,adulthood
6800,2,advancement
6801,2,advent
6802,2,advertising
6803,2,aerj
6804,2,aestheticized
6805,2,aestheticizing
6806,2,affectionate
6807,2,affirm
6808,2,afflicted
6809,2,affords
6810,2,afternoon
6811,2,afterthought
6812,2,afterwards
6813,2,agents
6814,2,aggravated
6815,2,aggressively
6816,2,aggressiveness
6817,2,agonies
6818,2,agriculture
6819,2,ahistorical
6820,2,aide
6821,2,aiding
6822,2,aimed
6823,2,aiming
6824,2,alcoholism
6825,2,alignment
6826,2,alle
6827,2,allegorically
6828,2,allen
6829,2,allotted
6830,2,allusion
6831,2,aloud
6832,2,alterations
6833,2,altering
6834,2,amazement
6835,2,ambiguously
6836,2,ambivalent
6837,2,americanized
6838,2,amid
6839,2,amnesia
6840,2,analogue
6841,2,analogy
6842,2,analytic
6843,2,analyzed
6844,2,analyzes
6845,2,anatomical
6846,2,anatomy
6847,2,andronicus
6848,2,andré
6849,2,angelo
6850,2,anglicized
6851,2,animalistic
6852,2,animated
6853,2,ankles
6854,2,ann
6855,2,announces
6856,2,anomaly
6857,2,anonymously
6858,2,antagonists
6859,2,antidote
6860,2,antiquity
6861,2,antithesis
6862,2,apathetic
6863,2,apologetic
6864,2,applause
6865,2,applicable
6866,2,appreciated
6867,2,apprehensions
6868,2,appropriated
6869,2,appropriating
6870,2,approve
6871,2,april
6872,2,arch
6873,2,archaeology
6874,2,archaic
6875,2,arctic
6876,2,ardent
6877,2,ardently
6878,2,arisen
6879,2,arouse
6880,2,arouses
6881,2,arrette
6882,2,arriving
6883,2,arrogant
6884,2,artwork
6885,2,asocial
6886,2,assassination
6887,2,assembled
6888,2,assertive
6889,2,assessment
6890,2,assets
6891,2,associates
6892,2,assuage
6893,2,atemporal
6894,2,atonement
6895,2,attaining
6896,2,attainment
6897,2,attendants
6898,2,attended
6899,2,attends
6900,2,auerbach
6901,2,aura
6902,2,austin
6903,2,authoritarian
6904,2,autobiographies
6905,2,automobile
6906,2,avoiding
6907,2,avon
6908,2,await
6909,2,awaits
6910,2,awakens
6911,2,awe
6912,2,ay
6913,2,backlash
6914,2,backward
6915,2,backwards
6916,2,bahri
6917,2,bait
6918,2,ball
6919,2,baltic
6920,2,band
6921,2,banished
6922,2,banquo
6923,2,banter
6924,2,barabas
6925,2,barksdale
6926,2,barnyard
6927,2,barred
6928,2,barriers
6929,2,barritt
6930,2,barry
6931,2,bars
6932,2,basements
6933,2,bathroom
6934,2,battered
6935,2,bauman
6936,2,beauforts
6937,2,beautifully
6938,2,bede
6939,2,beggar
6940,2,beggars
6941,2,behaving
6942,2,behaviors
6943,2,belacqua
6944,2,belford
6945,2,belies
6946,2,beloved
6947,2,bench
6948,2,bending
6949,2,benedict
6950,2,benefiting
6951,2,benevolent
6952,2,bestowed
6953,2,bet
6954,2,beth
6955,2,bethel
6956,2,betraying
6957,2,bettering
6958,2,bewitched
6959,2,bias
6960,2,biddle
6961,2,biloquism
6962,2,binary
6963,2,biography
6964,2,biology
6965,2,birch
6966,2,bird
6967,2,birthing
6968,2,bite
6969,2,bites
6970,2,bitter
6971,2,blanche
6972,2,blanket
6973,2,blending
6974,2,blessings
6975,2,blow
6976,2,blues
6977,2,blundered
6978,2,blurred
6979,2,board
6980,2,boarder
6981,2,boards
6982,2,bodyguards
6983,2,bolt
6984,2,bookends
6985,2,boom
6986,2,boredom
6987,2,borne
6988,2,borrowing
6989,2,borrows
6990,2,bosom
6991,2,boul
6992,2,boundary
6993,2,boxer
6994,2,boxes
6995,2,brain
6996,2,branch
6997,2,brandt
6998,2,bread
6999,2,breakdown
7000,2,breast
7001,2,breathing
7002,2,breathtaking
7003,2,brecht
7004,2,breton
7005,2,bretonys
7006,2,brif
7007,2,brotherhood
7008,2,brows
7009,2,brundage
7010,2,brustein
7011,2,buck
7012,2,builders
7013,2,bulk
7014,2,burchell
7015,2,burning
7016,2,burns
7017,2,burst
7018,2,bursts
7019,2,bush
7020,2,busy
7021,2,bypasses
7022,2,bystander
7023,2,bó
7024,2,ca
7025,2,callous
7026,2,cannibals
7027,2,capability
7028,2,capitalists
7029,2,capitalize
7030,2,caption
7031,2,captivity
7032,2,capturing
7033,2,cares
7034,2,caricatured
7035,2,caring
7036,2,carl
7037,2,carothers
7038,2,carrier
7039,2,carrion
7040,2,carroll
7041,2,cars
7042,2,casby
7043,2,casting
7044,2,catalogue
7045,2,catch
7046,2,categorically
7047,2,catholicism
7048,2,causally
7049,2,causation
7050,2,cave
7051,2,cd
7052,2,cease
7053,2,celebratory
7054,2,celts
7055,2,centered
7056,2,cerebral
7057,2,challenging
7058,2,chaotic
7059,2,characterizations
7060,2,charades
7061,2,charmingly
7062,2,charnes
7063,2,chase
7064,2,chases
7065,2,chaste
7066,2,chastises
7067,2,check
7068,2,checklist
7069,2,cheeks
7070,2,chemical
7071,2,chicken
7072,2,chief
7073,2,chilling
7074,2,chongsindae
7075,2,chorus
7076,2,christine
7077,2,christopher
7078,2,chronicle
7079,2,chronology
7080,2,circuit
7081,2,circumcision
7082,2,circumscribe
7083,2,circumscribing
7084,2,circumvent
7085,2,cite
7086,2,cked
7087,2,clack
7088,2,clamoring
7089,2,clarify
7090,2,clarifying
7091,2,classifications
7092,2,classmates
7093,2,claustrophobic
7094,2,cleave
7095,2,cliff
7096,2,climbing
7097,2,clings
7098,2,clinician
7099,2,clinics
7100,2,clongowes
7101,2,closed
7102,2,closet
7103,2,cloth
7104,2,clots
7105,2,clouds
7106,2,clue
7107,2,clues
7108,2,clung
7109,2,clutches
7110,2,coast
7111,2,codified
7112,2,coffee
7113,2,cognitively
7114,2,cohere
7115,2,coherence
7116,2,coincidence
7117,2,coincidental
7118,2,coincides
7119,2,coins
7120,2,coldness
7121,2,collapsed
7122,2,collar
7123,2,collect
7124,2,collecting
7125,2,collectively
7126,2,collen
7127,2,colonel
7128,2,colonialist
7129,2,colonize
7130,2,colorful
7131,2,colorless
7132,2,combines
7133,2,combining
7134,2,comforted
7135,2,commencing
7136,2,commodification
7137,2,commodified
7138,2,companionship
7139,2,comparable
7140,2,compares
7141,2,compartmentalize
7142,2,compassionate
7143,2,compensate
7144,2,competence
7145,2,competencies
7146,2,competent
7147,2,competition
7148,2,completed
7149,2,compliance
7150,2,complicity
7151,2,components
7152,2,compounded
7153,2,comprehension
7154,2,compromise
7155,2,compromised
7156,2,compulsory
7157,2,comrades
7158,2,concealed
7159,2,conceives
7160,2,concentrating
7161,2,conceptions
7162,2,conceptual
7163,2,conceptualize
7164,2,conceptualized
7165,2,conclusions
7166,2,concomitant
7167,2,concretely
7168,2,condemnations
7169,2,condescending
7170,2,conditioned
7171,2,condoms
7172,2,conducive
7173,2,conductive
7174,2,confinement
7175,2,confirming
7176,2,conflagration
7177,2,confrontation
7178,2,confuse
7179,2,congress
7180,2,conjoined
7181,2,conjugal
7182,2,conjure
7183,2,connecting
7184,2,conquered
7185,2,conquering
7186,2,conqueror
7187,2,consecutive
7188,2,consensus
7189,2,consequent
7190,2,conservation
7191,2,conservatism
7192,2,conservative
7193,2,considerably
7194,2,consisted
7195,2,consolidate
7196,2,conspicuous
7197,2,conspicuously
7198,2,constitutional
7199,2,constitutive
7200,2,constraining
7201,2,constricts
7202,2,consumes
7203,2,consuming
7204,2,consummated
7205,2,contemplating
7206,2,contend
7207,2,contested
7208,2,contextualization
7209,2,contextualized
7210,2,continent
7211,2,contributions
7212,2,contributors
7213,2,converts
7214,2,conveyed
7215,2,convictions
7216,2,cool
7217,2,corbett
7218,2,corrections
7219,2,correlated
7220,2,corresponded
7221,2,corresponding
7222,2,costuming
7223,2,couched
7224,2,counter
7225,2,counteract
7226,2,counteracted
7227,2,counting
7228,2,countrymen
7229,2,couples
7230,2,cracking
7231,2,crash
7232,2,crashes
7233,2,craving
7234,2,crawls
7235,2,credits
7236,2,creeping
7237,2,criminal
7238,2,cristendom
7239,2,criteria
7240,2,criticize
7241,2,critiqued
7242,2,crops
7243,2,crosses
7244,2,crude
7245,2,crunch
7246,2,crusade
7247,2,crush
7248,2,crushed
7249,2,crux
7250,2,cuailnge
7251,2,cubilie
7252,2,culmination
7253,2,culpability
7254,2,culpable
